employment,country,edlevel,orgsize,yearscode,yearscodepro,currency,comptotal,age,year,comptotal_usd,edvalue,employment_value,lower_bound_orgsize,upper_bound_orgsize
Employed full-time,United States,Some college/university study without earning a degree,100 to 499 employees,21,20,United States dollar,110000.0,43,2019,110000.0,1,0,100,499
Employed full-time,United States,Some college/university study without earning a degree,5000 to 9999 employees,9,6,United States dollar,78600.0,23,2019,78600.0,1,0,5000,9999
Employed full-time,Spain,"Other doctoral degree (Ph.D, Ed.D., etc.)",100 to 499 employees,15,8,European Euro,45000.0,34,2019,53100.0,5,0,100,499
Employed full-time,United States,Some college/university study without earning a degree,20 to 99 employees,8,4,United States dollar,115000.0,25,2019,115000.0,1,0,20,99
"Independent contractor, freelancer, or self-employed",United States,"Other doctoral degree (Ph.D, Ed.D., etc.)",1,3,2,United States dollar,120000.0,31,2019,120000.0,5,1,1,10001
"Independent contractor, freelancer, or self-employed",Spain,Associate degree,2-9 employees,30,20,European Euro,2200.0,47,2019,2596.0,4,1,2,9
Employed full-time,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)",10000 or more employees,4,3,United States dollar,48000.0,24,2019,48000.0,0,0,10000,10001
Employed full-time,Australia,Associate degree,2-9 employees,37,34,Australian dollar,128000.0,56,2019,97280.0,4,0,2,9
Employed full-time,Poland,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",20 to 99 employees,25,22,Pound sterling,70000.0,35,2019,95900.00000000001,2,0,20,99
Employed full-time,France,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",100 to 499 employees,10,2,European Euro,50000.0,25,2019,59000.0,2,0,100,499
Employed full-time,Netherlands,"Bachelor’s degree (BA, BS, B.Eng., etc.)",2-9 employees,10,5,European Euro,1400.0,23,2019,1652.0,0,0,2,9
Employed full-time,Canada,"Bachelor’s degree (BA, BS, B.Eng., etc.)",10000 or more employees,10,5,Canadian dollar,95000.0,30,2019,76000.0,0,0,10000,10001
Employed full-time,Latvia,Some college/university study without earning a degree,1000 to 4999 employees,9,5,European Euro,1500.0,25,2019,1770.0,1,0,1000,4999
Employed full-time,Germany,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",20 to 99 employees,8,11,European Euro,3500.0,33,2019,4130.0,2,0,20,99
Employed full-time,Australia,"Other doctoral degree (Ph.D, Ed.D., etc.)",5000 to 9999 employees,11,10,Australian dollar,86000.0,29,2019,65360.0,5,0,5000,9999
Employed full-time,Lithuania,"Bachelor’s degree (BA, BS, B.Eng., etc.)",2-9 employees,10,7,European Euro,,34,2019,,0,0,2,9
"Independent contractor, freelancer, or self-employed",United States,Some college/university study without earning a degree,1,1,1,United States dollar,40000.0,20,2019,40000.0,1,1,1,10001
"Independent contractor, freelancer, or self-employed",United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)",1,1,,United States dollar,,27,2019,,0,1,1,10001
Employed full-time,United Kingdom,"Other doctoral degree (Ph.D, Ed.D., etc.)",2-9 employees,15,4,Pound sterling,40000.0,29,2019,54800.00000000001,5,0,2,9
Employed full-time,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)",20 to 99 employees,19,19,United States dollar,86500.0,37,2019,86500.0,0,0,20,99
Employed full-time,United Kingdom,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",500 to 999 employees,6,4,Pound sterling,50000.0,29,2019,68500.0,2,0,500,999
Employed full-time,United States,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",500 to 999 employees,19,4,United States dollar,77000.0,31,2019,77000.0,2,0,500,999
Employed full-time,United States,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",100 to 499 employees,10,7,United States dollar,88000.0,42,2019,88000.0,2,0,100,499
"Independent contractor, freelancer, or self-employed",United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)",1,38,32,United States dollar,120000.0,55,2019,120000.0,0,1,1,10001
Employed full-time,United States,I never completed any formal education,1000 to 4999 employees,35,17,United States dollar,,45,2019,,6,0,1000,4999
Employed full-time,Germany,"Professional degree (JD, MD, etc.)",20 to 99 employees,5,3,European Euro,42000.0,27,2019,49560.0,7,0,20,99
Employed full-time,United Kingdom,"Other doctoral degree (Ph.D, Ed.D., etc.)",10 to 19 employees,30,23,Pound sterling,130000.0,43,2019,178100.0,5,0,10,19
Employed full-time,United States,I never completed any formal education,5000 to 9999 employees,47,39,United States dollar,155000.0,59,2019,155000.0,6,0,5000,9999
Employed full-time,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)",500 to 999 employees,25,11,United States dollar,,36,2019,,0,0,500,999
Employed full-time,Netherlands,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",500 to 999 employees,7,2,European Euro,3100.0,24,2019,3658.0,2,0,500,999
Employed full-time,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)",20 to 99 employees,19,13,United States dollar,120000.0,36,2019,120000.0,0,0,20,99
Employed full-time,Spain,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",2-9 employees,29,26,European Euro,21999.0,45,2019,25958.82,3,0,2,9
Employed full-time,Canada,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",20 to 99 employees,25,20,Canadian dollar,180000.0,41,2019,144000.0,2,0,20,99
Employed full-time,Germany,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",100 to 499 employees,23,12,European Euro,58000.0,39,2019,68440.0,2,0,100,499
Employed full-time,United States,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",20 to 99 employees,7,2,United States dollar,,20,2019,,3,0,20,99
Employed full-time,Greece,"Bachelor’s degree (BA, BS, B.Eng., etc.)",1000 to 4999 employees,15,6,European Euro,16000.0,29,2019,18880.0,0,0,1000,4999
Employed full-time,United States,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",10000 or more employees,25,21,United States dollar,,41,2019,,2,0,10000,10001
Employed full-time,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)",1000 to 4999 employees,16,10,United States dollar,125000.0,32,2019,125000.0,0,0,1000,4999
Employed full-time,Canada,"Bachelor’s degree (BA, BS, B.Eng., etc.)",10000 or more employees,16,11,Canadian dollar,72000.0,34,2019,57600.0,0,0,10000,10001
Employed full-time,Australia,"Bachelor’s degree (BA, BS, B.Eng., etc.)",5000 to 9999 employees,27,15,Australian dollar,,35,2019,,0,0,5000,9999
Employed full-time,Spain,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",1000 to 4999 employees,12,9,European Euro,28000.0,30,2019,33040.0,2,0,1000,4999
Employed full-time,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)",100 to 499 employees,5,4,United States dollar,104000.0,28,2019,104000.0,0,0,100,499
Employed full-time,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)",100 to 499 employees,19,15,United States dollar,130000.0,38,2019,130000.0,0,0,100,499
"Independent contractor, freelancer, or self-employed",United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)",1,23,11,United States dollar,170000.0,34,2019,170000.0,0,1,1,10001
Employed full-time,United Kingdom,Some college/university study without earning a degree,2-9 employees,5,2,Pound sterling,19500.0,20,2019,26715.000000000004,1,0,2,9
Employed full-time,United Kingdom,"Other doctoral degree (Ph.D, Ed.D., etc.)",20 to 99 employees,25,17,Pound sterling,62500.0,42,2019,85625.0,5,0,20,99
Employed full-time,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)",10000 or more employees,40,38,United States dollar,170000.0,59,2019,170000.0,0,0,10000,10001
Employed full-time,Spain,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",20 to 99 employees,10,7,European Euro,150000.0,34,2019,177000.0,2,0,20,99
Employed full-time,Canada,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",1000 to 4999 employees,35,10,Canadian dollar,86000.0,45,2019,68800.0,2,0,1000,4999
Employed full-time,Ecuador,Primary/elementary school,10000 or more employees,30,18,Canadian dollar,520.0,20,2019,416.0,8,0,10000,10001
Employed full-time,France,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",100 to 499 employees,7,4,European Euro,33000.0,23,2019,38940.0,2,0,100,499
Employed full-time,United States,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",100 to 499 employees,40,39,United States dollar,225000.0,56,2019,225000.0,2,0,100,499
Employed full-time,United States,Associate degree,10000 or more employees,4,2,United States dollar,27000.0,29,2019,27000.0,4,0,10000,10001
"Independent contractor, freelancer, or self-employed",Finland,Associate degree,2-9 employees,2,2,European Euro,,35,2019,,4,1,2,9
Employed full-time,France,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",2-9 employees,25,17,European Euro,40000.0,38,2019,47200.0,2,0,2,9
Employed full-time,United States,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",2-9 employees,34,21,United States dollar,120000.0,40,2019,120000.0,2,0,2,9
Employed full-time,India,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",2-9 employees,5,1,United States dollar,,16,2019,,3,0,2,9
Employed full-time,United States,"Other doctoral degree (Ph.D, Ed.D., etc.)",100 to 499 employees,11,2,United States dollar,108000.0,30,2019,108000.0,5,0,100,499
Employed full-time,Romania,"Bachelor’s degree (BA, BS, B.Eng., etc.)",5000 to 9999 employees,16,6,Pound sterling,130000.0,38,2019,178100.0,0,0,5000,9999
Employed full-time,United States,Some college/university study without earning a degree,500 to 999 employees,7,3,United States dollar,75000.0,23,2019,75000.0,1,0,500,999
Employed full-time,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)",1000 to 4999 employees,2,2,United States dollar,5000.0,26,2019,5000.0,0,0,1000,4999
Employed full-time,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)",2-9 employees,22,14,United States dollar,120000.0,36,2019,120000.0,0,0,2,9
Employed full-time,United Kingdom,"Bachelor’s degree (BA, BS, B.Eng., etc.)",10 to 19 employees,5,2,Pound sterling,38000.0,21,2019,52060.00000000001,0,0,10,19
Employed full-time,Germany,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",20 to 99 employees,10,7,European Euro,65000.0,28,2019,76700.0,2,0,20,99
Employed full-time,Germany,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",10000 or more employees,7,3,European Euro,2000.0,24,2019,2360.0,2,0,10000,10001
Employed part-time,Canada,"Bachelor’s degree (BA, BS, B.Eng., etc.)",100 to 499 employees,11,8,Canadian dollar,74000.0,29,2019,59200.0,0,2,100,499
Employed full-time,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)",500 to 999 employees,7,5,United States dollar,80000.0,27,2019,80000.0,0,0,500,999
Employed full-time,Germany,"Bachelor’s degree (BA, BS, B.Eng., etc.)",10 to 19 employees,12,Less than 1 year,European Euro,40000.0,30,2019,47200.0,0,0,10,19
Employed full-time,France,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",20 to 99 employees,10,5,European Euro,4000.0,25,2019,4720.0,2,0,20,99
Employed full-time,United States,Associate degree,500 to 999 employees,18,10,United States dollar,105000.0,30,2019,105000.0,4,0,500,999
Employed full-time,Portugal,"Bachelor’s degree (BA, BS, B.Eng., etc.)",1000 to 4999 employees,7,3,European Euro,47415.0,26,2019,55949.7,0,0,1000,4999
"Independent contractor, freelancer, or self-employed",Germany,"Bachelor’s degree (BA, BS, B.Eng., etc.)",2-9 employees,32,21,European Euro,120000.0,45,2019,141600.0,0,1,2,9
Employed full-time,Italy,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",10 to 19 employees,11,4,European Euro,32500.0,26,2019,38350.0,2,0,10,19
Employed full-time,France,"Bachelor’s degree (BA, BS, B.Eng., etc.)",10000 or more employees,6,2,European Euro,1200.0,22,2019,1416.0,0,0,10000,10001
"Independent contractor, freelancer, or self-employed",United States,Some college/university study without earning a degree,1,34,21,United States dollar,,42,2019,,1,1,1,10001
Employed full-time,Spain,Primary/elementary school,2-9 employees,24,19,European Euro,2000.0,33,2019,2360.0,8,0,2,9
"Independent contractor, freelancer, or self-employed",United States,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",1,10,8,United States dollar,90000.0,44,2019,90000.0,3,1,1,10001
Employed full-time,Germany,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",500 to 999 employees,3,Less than 1 year,European Euro,45000.0,28,2019,53100.0,2,0,500,999
Employed full-time,United States,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",10000 or more employees,10,6,United States dollar,167500.0,39,2019,167500.0,2,0,10000,10001
Employed full-time,Germany,"Bachelor’s degree (BA, BS, B.Eng., etc.)",10000 or more employees,34,22,European Euro,5000.0,42,2019,5900.0,0,0,10000,10001
Employed full-time,Germany,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",10000 or more employees,18,14,European Euro,90000.0,35,2019,106200.0,2,0,10000,10001
Employed full-time,United States,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",100 to 499 employees,10,3,United States dollar,93000.0,32,2019,93000.0,2,0,100,499
Employed full-time,Japan,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",5000 to 9999 employees,20,18,Japanese yen,8000000.0,38,2019,73600.0,3,0,5000,9999
Employed full-time,United Kingdom,"Bachelor’s degree (BA, BS, B.Eng., etc.)",10000 or more employees,18,12,Pound sterling,101000.0,34,2019,138370.0,0,0,10000,10001
Employed full-time,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)",1,9,,United States dollar,23500.0,23,2019,23500.0,0,0,1,10001
Employed full-time,Germany,"Other doctoral degree (Ph.D, Ed.D., etc.)",100 to 499 employees,25,10,European Euro,5700.0,36,2019,6726.0,5,0,100,499
Employed full-time,Spain,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",20 to 99 employees,11,10,European Euro,30000.0,36,2019,35400.0,3,0,20,99
Employed full-time,Netherlands,"Bachelor’s degree (BA, BS, B.Eng., etc.)",10000 or more employees,16,9,European Euro,80000.0,31,2019,94400.0,0,0,10000,10001
Employed full-time,United States,Some college/university study without earning a degree,20 to 99 employees,8,1,United States dollar,74000.0,38,2019,74000.0,1,0,20,99
Employed full-time,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)",100 to 499 employees,28,23,United States dollar,185000.0,46,2019,185000.0,0,0,100,499
Employed full-time,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)",100 to 499 employees,15,12,United States dollar,127000.0,34,2019,127000.0,0,0,100,499
Employed full-time,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)",10000 or more employees,20,19,United States dollar,87000.0,49,2019,87000.0,0,0,10000,10001
Employed full-time,United Kingdom,Some college/university study without earning a degree,100 to 499 employees,17,7,Pound sterling,46000.0,33,2019,63020.00000000001,1,0,100,499
Employed full-time,Canada,"Bachelor’s degree (BA, BS, B.Eng., etc.)",20 to 99 employees,6,3,Canadian dollar,55000.0,24,2019,44000.0,0,0,20,99
Employed full-time,Germany,"Bachelor’s degree (BA, BS, B.Eng., etc.)",20 to 99 employees,6,1,European Euro,4000.0,27,2019,4720.0,0,0,20,99
Employed full-time,Switzerland,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",500 to 999 employees,32,18,Swiss franc,,41,2019,,2,0,500,999
Employed full-time,United Kingdom,"Bachelor’s degree (BA, BS, B.Eng., etc.)",1000 to 4999 employees,7,7,Pound sterling,55000.0,27,2019,75350.0,0,0,1000,4999
Employed full-time,United Kingdom,"Bachelor’s degree (BA, BS, B.Eng., etc.)",100 to 499 employees,14,3,Pound sterling,55000.0,25,2019,75350.0,0,0,100,499
Employed part-time,United States,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",10000 or more employees,10,2,United States dollar,,26,2019,,2,2,10000,10001
Employed part-time,France,"Bachelor’s degree (BA, BS, B.Eng., etc.)",100 to 499 employees,7,Less than 1 year,European Euro,1412.0,23,2019,1666.1599999999999,0,2,100,499
Employed full-time,China,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",20 to 99 employees,20,5,Chinese Yuan Renminbi,,35,2019,,2,0,20,99
Employed full-time,France,I never completed any formal education,2-9 employees,6,2,European Euro,3000.0,22,2019,3540.0,6,0,2,9
Employed full-time,United Kingdom,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",1000 to 4999 employees,9,3,Pound sterling,55000.0,25,2019,75350.0,2,0,1000,4999
Employed full-time,Germany,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",20 to 99 employees,10,5,European Euro,,30,2019,,2,0,20,99
"Independent contractor, freelancer, or self-employed",Spain,"Bachelor’s degree (BA, BS, B.Eng., etc.)",1,16,10,European Euro,120000.0,31,2019,141600.0,0,1,1,10001
Employed full-time,United Kingdom,I never completed any formal education,10000 or more employees,2,2,Pound sterling,28000.0,25,2019,38360.0,6,0,10000,10001
Employed full-time,United Kingdom,"Bachelor’s degree (BA, BS, B.Eng., etc.)",20 to 99 employees,10,5,Pound sterling,49000.0,25,2019,67130.0,0,0,20,99
